cnd_id,word_id,word_phrase,category,allow_use,consent_required,consenting_body,Examiner Information,Formatted Client Instructions (instructions)
136,161,COMMONWEALTH,Alert,Y,Y,,"Use Of The Term ""Commonwealth"" Is Available In A Name, But Cannot Refer To Commonwealth Games Without The Consent Of The  Authorizing Body. ","Use Of The Term ""Commonwealth"" Is Available In A Name, But Cannot Refer To Commonwealth Games Without The Consent Of The  Authorizing Body. Please Scan Your Consent To bcregistries@gov.bc.ca"
137,162,COMMONWEALTH SOCIETY,Professional Body,Y,Y,The New Democratic Party.,,Use Of This Term Requires Written Consent From The New Democratic Party. Please Scan Your Consent To bcregistries@gov.bc.ca
138,165,CONDO,Alert,Y,N,,"Use Of This Term Is Available Only If Followed By A Descriptive  Word Such As 'Management', Etc. ",
138,166,CONDOMINIUM,Alert,Y,N,,"Use Of This Term Is Available Only If Followed By A Descriptive  Word Such As 'Management', Etc. ",
138,167,CONDOMINIUMS,Alert,Y,N,,"Use Of This Term Is Available Only If Followed By A Descriptive  Word Such As 'Management', Etc. ",
138,168,CONDOS,Alert,Y,N,,"Use Of This Term Is Available Only If Followed By A Descriptive  Word Such As 'Management', Etc. ",
138,691,STRATA,Alert,Y,N,,"Use Of This Term Is Available Only If Followed By A Descriptive  Word Such As 'Management', Etc. ",
139,169,CONSERVATIVE,Professional Body,Y,,,You may be able to use this term if it is not related to a political party.  Ie. Conservative Health Care Inc.,Use Of The Name Of A Political Party Is Only Available With The  Consent From The Applicable Party. Please Scan Your Consent To bcregistries@gov.bc.ca
139,386,LIBERAL,Professional Body,N,Y,,,Use Of The Name Of A Political Party Is Only Available With The  Consent From The Applicable Party. Please Scan Your Consent To bcregistries@gov.bc.ca
139,442,NEW DEMOCRATIC,Professional Body,N,Y,,,Use Of The Name Of A Political Party Is Only Available With The  Consent From The Applicable Party. Please Scan Your Consent To bcregistries@gov.bc.ca
139,681,SOCIAL CREDIT,Professional Body,N,Y,,,Use Of The Name Of A Political Party Is Only Available With The  Consent From The Applicable Party. Please Scan Your Consent To bcregistries@gov.bc.ca
140,65,BC HYDRO,Alert,Y,Y,,Names Or Initials Of Well Known Utilities And Railroads Are Not  Available Without The Appropriate Consent. ,Names Or Initials Of Well Known Utilities And Railroads Are Not  Available Without The Appropriate Consent. Please Scan Your Consent To bcregistries@gov.bc.ca
140,101,C N R,Alert,Y,,,You may be able to use this term if it is not related to well known utilities and railroads. Ie. CNR Grocers Inc.,Names Or Initials Of Well Known Utilities And Railroads Are Not  Available Without The Appropriate Consent. Please Scan Your Consent To bcregistries@gov.bc.ca
140,103,C P R,Alert,Y,,,You may be able to use this term if it is not related to well known utilities and railroads. Ie. CPR Tutoring Servies Inc.,Names Or Initials Of Well Known Utilities And Railroads Are Not  Available Without The Appropriate Consent. Please Scan Your Consent To bcregistries@gov.bc.ca
140,119,CBC,Alert,Y,,,You may be able to use this term if it is not related to well known utilities and railroads. Ie. CBC Foods Inc.,Names Or Initials Of Well Known Utilities And Railroads Are Not  Available Without The Appropriate Consent. Please Scan Your Consent To bcregistries@gov.bc.ca
140,152,CNR,Alert,Y,,,You may be able to use this term if it is not related to well known utilities and railroads. Ie. CNR Grocers Inc.,Names Or Initials Of Well Known Utilities And Railroads Are Not  Available Without The Appropriate Consent. Please Scan Your Consent To bcregistries@gov.bc.ca
140,187,CPR,Alert,Y,,,You may be able to use this term if it is not related to well known utilities and railroads. Ie. CPR Tutoring Servies Inc.,Names Or Initials Of Well Known Utilities And Railroads Are Not  Available Without The Appropriate Consent. Please Scan Your Consent To bcregistries@gov.bc.ca
141,219,DETECTIVE,Alert,Y,y,,,References To Law Enforcement Agencies Are Not Available  In A Name Without The Consent Of The Law Enforcement Agency Involved. Please Scan Your Consent To bcregistries@gov.bc.ca
141,524,POLICE,Alert,Y,y,,,References To Law Enforcement Agencies Are Not Available  In A Name Without The Consent Of The Law Enforcement Agency Involved. Please Scan Your Consent To bcregistries@gov.bc.ca
141,525,POLICING,Alert,Y,y,,,References To Law Enforcement Agencies Are Not Available  In A Name Without The Consent Of The Law Enforcement Agency Involved. Please Scan Your Consent To bcregistries@gov.bc.ca
141,675,SERGEANT,Alert,Y,y,,,References To Law Enforcement Agencies Are Not Available  In A Name Without The Consent Of The Law Enforcement Agency Involved. Please Scan Your Consent To bcregistries@gov.bc.ca
142,242,ECM,Professional Body,Y,Y,The European Common Market,,Use Of This Term Requires Written Consent From The European Common Market. Please Scan Your Consent To bcregistries@gov.bc.ca 
142,253,EUROPEAN COMMON MARKET,Professional Body,Y,Y,The European Common Market,,Use Of This Term Requires Written Consent From The European Common Market. Please Scan Your Consent To bcregistries@gov.bc.ca 
143,346,JAYCEE,Professional Body,Y,Y,The Canadian Junior Chamber Of Commerce.,,Use Of This Term Requires Written Consent From The Canadian Junior Chamber Of Commerce. Please Scan Your Consent To bcregistries@gov.bc.ca 
144,397,LLB,Professional Body,N, ,,L.L.B Is Not Available In A Name As A Professional Designation As It Stands For Bachelor Of Laws ,
146,528,PORT OF PRINCE RUPERT,Professional Body,Y,Y,"Ports Canada Corp.,  99 Metcalfe St.,  Ottawa, Ont.  K1A0N6,  Attn: Mr. Shane Forman - Phone 613-957-6787",,"Use Of This Term Requires Written Consent From Ports Canada Corp.,  99 Metcalfe St.,  Ottawa, Ont.  K1A0N6,  Attn: Mr. Shane Forman - Phone 613-957-6787. Please Scan Your Consent To bcregistries@gov.bc.ca"
146,529,PORT OF VANCOUVER,Professional Body,Y,Y,"Ports Canada Corp.,  99 Metcalfe St.,  Ottawa, Ont.  K1A0N6,  Attn: Mr. Shane Forman - Phone 613-957-6787",,"Use Of This Term Requires Written Consent From Ports Canada Corp.,  99 Metcalfe St.,  Ottawa, Ont.  K1A0N6,  Attn: Mr. Shane Forman - Phone 613-957-6787. Please Scan Your Consent To bcregistries@gov.bc.ca"
146,752,VANCOUVER PORT,Professional Body,Y,Y,"Ports Canada Corp.,  99 Metcalfe St.,  Ottawa, Ont.  K1A0N6,  Attn: Mr. Shane Forman - Phone 613-957-6787",,"Use Of This Term Requires Written Consent From Ports Canada Corp.,  99 Metcalfe St.,  Ottawa, Ont.  K1A0N6,  Attn: Mr. Shane Forman - Phone 613-957-6787. Please Scan Your Consent To bcregistries@gov.bc.ca"
148,17,ALBERTA,Goverment,Y,Y,The Specific Province Or Territory.,,Names Of Provinces Are Not Available In B.C. Without The Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
148,411,MANITOBA,Goverment,Y,Y,The Specific Province Or Territory.,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
148,441,NEW BRUNSWICK,Goverment,Y,Y,The Specific Province Or Territory.,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
148,452,NOVA SCOTIA,Goverment,Y,Y,The Specific Province Or Territory.,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
148,470,ONTARIO,Goverment,Y,Y,The Specific Province Or Territory.,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
148,535,PRINCE EDWARD ISLAND,Goverment,Y,Y,The Specific Province Or Territory.,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
148,551,QUEBEC,Goverment,Y,Y,The Specific Province Or Territory.,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
148,668,SASKATCHEWAN,Goverment,Y,Y,Province of Saskatchewan,,Use of this term requires written consent from the Province of Saskatchewan at publicregistryadmin@gov.sk.ca. Please scan your consent to bcregistries@gov.bc.ca.
149,360,LABRADOR,Goverment,Y,Y,,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
149,443,NEWFOUNDLAND,Goverment,Y,Y,,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
149,446,NORTHWEST TERRITORITIES,Goverment,Y,Y,,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
149,455,NUNAVUT,Goverment,Y,Y,,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
149,458,NWT,Goverment,Y,Y,,,Names Of Provinces Are Not Available In B.C. Without Consent From The Specific Province Or Territory. Please Scan Your Consent To bcregistries@gov.bc.ca
151,578,REGIONAL BOARD,Goverment,Y,Y,,, Use Of This Term Is Only Available With Consent Of The Appropriate Regional District. Please Scan Your Consent To bcregistries@gov.bc.ca
151,579,REGIONAL DISTRICT,Goverment,Y,Y,,, Use Of This Term Is Only Available With Consent Of The Appropriate Regional District. Please Scan Your Consent To bcregistries@gov.bc.ca
152,181,COUNTY COURT,Goverment,N,Y,,Use Of This Term Is Not Available In The Context Of Law Courts. ,
152,543,PROVINCIAL COURT,Goverment,N,Y,,Use Of This Term Is Not Available In The Context Of Law Courts. ,
152,697,SUPREME COURT,Goverment,N,Y,,Use Of This Term Is Not Available In The Context Of Law Courts. ,
153,721,TREASURY,Goverment,Y,,,"Use Of This Term Is Acceptable Only As A Prefix, And Only If It  Is Not Associated With The Government ",
154,489,PARTNERSHIP,Alert,Y,N,,"Use Of This Term Is Available As A Prefix For A Corporation Or In The Body Of A Name, Providing It Is Not The Last Word. A Descriptive Word Must Follow. ",
154,747,UNLIMITED,Alert,Y,N,,"Use Of This Term Is Available As A Prefix For A Corporation Or In The Body Of A Name, Providing It Is Not The Last Word. A Descriptive Word Must Follow. ",
154,749,UNLTD,Alert,Y,N,,"Use Of This Term Is Available As A Prefix For A Corporation Or In The Body Of A Name, Providing It Is Not The Last Word. A Descriptive Word Must Follow. ",
155,156,COLDWELL BANKER,Finance,Y,Y,"Coldwell Banker  Affiliates Of Canada, 1 Richmond St. West, Toronto Ontario, M5H 3W4",,"Use Of This Term Requires Written Consent From Coldwell Banker  Affiliates Of Canada, 1 Richmond St. West, Toronto Ontario, M5H 3W4. Please Scan Your Consent To bcregistries@gov.bc.ca "
156,195,CROWN,Alert,Y,N,,"Use Of This Term Is Not Available In A Name If It Implies A Connection With The Crown, Or Endorsement By The Crown Or Royal  Family ","Requires Consent Of Chief Herald Of Canada, Canadian Heraldic Authority Rideau Hall 1 Sussex Drive Ottawa, On K1A 0A1, Ph 1-800-465-6890 Www.Gg.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca"
156,352,KING,Alert,Y,N,,"Use Of This Term Is Not Available In A Name If It Implies A Connection With The Crown, Or Endorsement By The Crown Or Royal  Family ","Requires Consent Of Chief Herald Of Canada, Canadian Heraldic Authority Rideau Hall 1 Sussex Drive Ottawa, On K1A 0A1, Ph 1-800-465-6890 Www.Gg.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca"
156,353,KINGS,Alert,Y,N,,"Use Of This Term Is Not Available In A Name If It Implies A Connection With The Crown, Or Endorsement By The Crown Or Royal  Family ","Requires Consent Of Chief Herald Of Canada, Canadian Heraldic Authority Rideau Hall 1 Sussex Drive Ottawa, On K1A 0A1, Ph 1-800-465-6890 Www.Gg.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca"
156,534,PRINCE,Alert,Y,N,,"Use Of This Term Is Not Available In A Name If It Implies A Connection With The Crown, Or Endorsement By The Crown Or Royal  Family ","Requires Consent Of Chief Herald Of Canada, Canadian Heraldic Authority Rideau Hall 1 Sussex Drive Ottawa, On K1A 0A1, Ph 1-800-465-6890 Www.Gg.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca"
156,536,PRINCESS,Alert,Y,N,,"Use Of This Term Is Not Available In A Name If It Implies A Connection With The Crown, Or Endorsement By The Crown Or Royal  Family ","Requires Consent Of Chief Herald Of Canada, Canadian Heraldic Authority Rideau Hall 1 Sussex Drive Ottawa, On K1A 0A1, Ph 1-800-465-6890 Www.Gg.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca"
156,552,QUEEN,Alert,Y,N,,"Use Of This Term Is Not Available In A Name If It Implies A Connection With The Crown, Or Endorsement By The Crown Or Royal  Family ","Requires Consent Of Chief Herald Of Canada, Canadian Heraldic Authority Rideau Hall 1 Sussex Drive Ottawa, On K1A 0A1, Ph 1-800-465-6890 Www.Gg.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca"
156,553,QUEENS,Alert,Y,N,,"Use Of This Term Is Not Available In A Name If It Implies A Connection With The Crown, Or Endorsement By The Crown Or Royal  Family ","Requires Consent Of Chief Herald Of Canada, Canadian Heraldic Authority Rideau Hall 1 Sussex Drive Ottawa, On K1A 0A1, Ph 1-800-465-6890 Www.Gg.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca"
156,651,ROYAL,Alert,Y,,,"Use Of This Term Is Not Available In A Name If It Implies A Connection With The Crown, Or Endorsement By The Crown Or Royal  Family ","Requires Consent Of Chief Herald Of Canada, Canadian Heraldic Authority Rideau Hall 1 Sussex Drive Ottawa, On K1A 0A1, Ph 1-800-465-6890 Www.Gg.Ca. Please Scan Your Consent To bcregistries@gov.bc.ca"
157,49,BALLET COMPANY,Professional Body,Y,N,, Use Of This Term Is Acceptable In A Society Name As Long As The  Name Ends With Society Or Association ,
157,716,THEATRE COMPANY,Professional Body,Y,N,, Use Of This Term Is Acceptable In A Society Name As Long As The  Name Ends With Society Or Association ,
158,405,LRT,Alert,Y,N,,"Lrt Stands For Light Rapid Transit, Therefore It Requires A Prefix (Other Than Vancouver) ",
159,19,ALRT,Alert,Y,N,,"Alrt Stands For Alternate Light Rapid Transit, Therefore It Requires A Prefix (Other Than Vancouver) ",
160,358,KNIGHTS OF MALTA,Alert,N,,,,Use Of This Term Requires Written Consent From The Association Of Canadian Knights Of The Sovereign Military Order Of Malta. Please Scan Your Consent To bcregistries@gov.bc.ca
160,484,ORDER OF MALTA,Alert,N,,,,Use Of This Term Requires Written Consent From The Association Of Canadian Knights Of The Sovereign Military Order Of Malta. Please Scan Your Consent To bcregistries@gov.bc.ca
161,334,INK,Alert,Y,N,,"""Ink"" Cannot Be The Last Word In A Business Name, As It May Be Confused With A Corporate Designation.  A Descriptive Word Must  Be Added After The Word ""Ink"". ",
162,394,LIONESS,Professional Body,Y,Y,"The International Association Of Lions Clubs (Lions Clubs International) 300-22Nd St., Oak Brook, Illinois, U.S.A. 60521-8842 (630)571-5466",,"Use Of This Term Requires Written Consent From:  The International Association Of Lions Clubs (Lions Clubs International) 300-22Nd St., Oak Brook, Illinois, U.S.A. 60521-8842 (630)571-5466. Please Scan Your Consent To bcregistries@gov.bc.ca "
162,395,LIONS,Professional Body,Y,Y,"The International Association Of Lions Clubs (Lions Clubs International) 300-22Nd St., Oak Brook, Illinois, U.S.A. 60521-8842 (630)571-5466",,"Use Of This Term Requires Written Consent From:  The International Association Of Lions Clubs (Lions Clubs International) 300-22Nd St., Oak Brook, Illinois, U.S.A. 60521-8842 (630)571-5466. Please Scan Your Consent To bcregistries@gov.bc.ca "
162,396,LIONS CLUB,Professional Body,Y,Y,"The International Association Of Lions Clubs (Lions Clubs International) 300-22Nd St., Oak Brook, Illinois, U.S.A. 60521-8842 (630)571-5466",,"Use Of This Term Requires Written Consent From:  The International Association Of Lions Clubs (Lions Clubs International) 300-22Nd St., Oak Brook, Illinois, U.S.A. 60521-8842 (630)571-5466. Please Scan Your Consent To bcregistries@gov.bc.ca "
163,355,KIWANIS,Professional Body,Y,Y,"Kiwanis International, Indianapolis, Indiana",,"Use Of This Term Requires Written Consent From Kiwanis International, Indianapolis, Indiana. Please Scan Your Consent To bcregistries@gov.bc.ca "
164,246,ENG,Professional Body,Y,,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8085",You may be able to use this term if it is not related to engineering and geoscience. Ie: ENG Foods Corp.,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8085. Please Scan Your Consent To bcregistries@gov.bc.ca "
